Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
719.0,infants,infants,6.88,1.63
720.0,silk,silk,6.88,1.45
721.0,dreamed,dreamed,6.87,1.39
722.0,acceptance,acceptance,6.86,1.28
723.0,banana,banana,6.86,1.29
724.0,breakfast,breakfast,6.86,1.14
725.0,cooperative,cooperative,6.86,1.4
726.0,dancer,dancer,6.86,1.54
727.0,grace,grace,6.86,1.53
728.0,greatly,greatly,6.86,1.34
729.0,guarantee,guarantee,6.86,1.31
730.0,improved,improved,6.86,1.36
731.0,improvement,improvement,6.86,1.26
732.0,independent,independent,6.86,1.81
733.0,liking,liking,6.86,0.88
734.0,paris,paris,6.86,1.67
735.0,pasta,pasta,6.86,1.41
736.0,photographs,photographs,6.86,1.5
737.0,recipes,recipes,6.86,1.31
738.0,relationships,relationships,6.86,1.12
739.0,relief,relief,6.86,1.6
740.0,sailing,sailing,6.86,1.48
741.0,science,science,6.86,1.58
742.0,seas,seas,6.86,1.63
743.0,toast,toast,6.86,1.41
744.0,truly,truly,6.86,0.97
745.0,platinum,platinum,6.86,1.85
746.0,superstar,superstar,6.86,1.97
747.0,understands,understands,6.86,1.21
748.0,accurately,accurately,6.84,1.46
749.0,advantage,advantage,6.84,1.28
750.0,belonging,belonging,6.84,1.3
751.0,buddy,buddy,6.84,1.06
752.0,childhood,childhood,6.84,1.86
753.0,daylight,daylight,6.84,1.4
754.0,discover,discover,6.84,1.4
755.0,forgiveness,forgiveness,6.84,1.98
756.0,great-grandmother,great-grandmother,6.84,1.82
757.0,hopefully,hopefully,6.84,1.52
758.0,horses,horses,6.84,1.48
759.0,interested,interested,6.84,1.09
760.0,kid,kid,6.84,1.48
761.0,live,live,6.84,1.52
762.0,lol,lol,6.84,1.79
763.0,movie,movie,6.84,1.98
764.0,popularity,popularity,6.84,1.57
765.0,solution,solution,6.84,1.38
766.0,swim,swim,6.84,1.3
767.0,toy,toy,6.84,2.03
768.0,understanding,understanding,6.84,1.17
769.0,universe,universe,6.84,1.28
770.0,woman,woman,6.84,1.65
771.0,woohoo,woohoo,6.84,2.04
772.0,rivers,rivers,6.84,1.53
773.0,sail,sail,6.84,1.56
774.0,cared,cared,6.83,1.27
775.0,active,active,5.6,0.8
776.0,artists,artists,6.82,1.42
777.0,babe,babe,6.82,1.27
778.0,believes,believes,6.82,1.19
779.0,born,born,6.82,1.65
780.0,champagne,champagne,6.82,1.75
781.0,compassion,compassion,6.82,1.9
782.0,completed,completed,6.82,1.37
783.0,create,create,6.82,1.1
784.0,dedicated,dedicated,6.82,1.32
785.0,experienced,experienced,6.82,1.17
786.0,fathers,fathers,6.82,1.83
787.0,first,first,6.82,1.48
788.0,gains,gains,6.82,1.48
789.0,heal,heal,6.82,1.45
790.0,new,new,5.4,1.02
791.0,significant,significant,6.82,1.08
792.0,singer,singer,6.82,1.45
793.0,surprisingly,surprisingly,6.82,1.32
794.0,young,young,6.82,1.24
795.0,mansion,mansion,6.82,1.63
796.0,prevail,prevail,6.82,1.73
797.0,qualified,qualified,6.81,1.57
798.0,air,air,6.8,1.65
799.0,amazon,amazon,6.8,1.54
800.0,animal,animal,6.8,1.85
801.0,bedroom,bedroom,6.8,1.44
802.0,camera,camera,6.8,1.29
803.0,cream,cream,6.8,1.29
804.0,dreamer,dreamer,6.8,1.5
805.0,forgiven,forgiven,6.8,1.53
806.0,highest,highest,6.8,1.76
807.0,horse,horse,6.8,1.51
808.0,magic,magic,6.8,1.76
809.0,manners,manners,6.8,1.25
810.0,naturally,naturally,6.8,1.6
811.0,novels,novels,6.8,1.69
812.0,performers,performers,6.8,1.26
813.0,pies,pies,6.8,1.37
814.0,protect,protect,6.8,1.41
815.0,santa,santa,6.8,1.77
816.0,shared,shared,6.8,1.34
817.0,smooth,smooth,6.8,1.18
818.0,together,together,6.8,1.59
819.0,uncle,uncle,6.8,1.56
820.0,efficient,efficient,6.8,1.51
821.0,elevated,elevated,6.8,1.19
822.0,cafe,cafe,6.78,1.45
823.0,coke,coke,6.78,1.62
824.0,completion,completion,6.78,1.34
825.0,coolest,coolest,6.78,1.81
826.0,creation,creation,6.78,1.4
827.0,dogs,dogs,6.78,1.82
828.0,effectiveness,effectiveness,6.78,1.27
829.0,esteemed,esteemed,6.78,1.4
830.0,finished,finished,6.78,1.42
831.0,glee,glee,6.78,1.87
832.0,green,green,6.78,1.69
833.0,heartbeat,heartbeat,6.78,1.71
834.0,island,island,6.78,1.54
835.0,jukebox,jukebox,6.78,1.58
836.0,medal,medal,6.78,1.43
837.0,mom's,mom's,6.78,1.62
838.0,museums,museums,6.78,1.72
839.0,painting,painting,6.78,1.17
840.0,pie,pie,6.78,1.72
841.0,pool,pool,6.78,1.46
842.0,reading,reading,6.78,1.46
843.0,real,real,6.78,1.2
844.0,ruby,ruby,6.78,1.27
845.0,share,share,6.78,1.4
846.0,sons,sons,6.78,1.62
847.0,traveling,traveling,6.78,1.67
848.0,variety,variety,6.78,1.31
849.0,wonders,wonders,6.78,1.89
850.0,worth,worth,6.78,1.34
851.0,guaranteed,guaranteed,6.78,1.18
852.0,raindrops,raindrops,6.78,1.42
853.0,visions,visions,6.78,1.37
854.0,pearls,pearls,6.77,1.7
855.0,america,america,6.76,1.52
856.0,easy,easy,6.76,1.6
857.0,effective,effective,6.76,1.29
858.0,future,future,6.76,1.42
859.0,humans,humans,6.76,1.45
860.0,intimate,intimate,6.76,1.3
861.0,married,married,6.76,1.85
862.0,muffin,muffin,6.76,1.24
863.0,papa,papa,6.76,1.93
864.0,plus,plus,6.76,1.49
865.0,popcorn,popcorn,6.76,1.82
866.0,savior,savior,6.76,1.62
867.0,seasons,seasons,6.76,1.22
868.0,shop,shop,6.76,1.04
869.0,sister,sister,6.76,1.65
870.0,style,style,6.76,1.62
871.0,supporter,supporter,6.76,1.22
872.0,switzerland,switzerland,6.76,1.51
873.0,tenderly,tenderly,6.76,1.62
874.0,top,top,6.76,1.52
875.0,oxygen,oxygen,6.76,1.42
876.0,rhyme,rhyme,6.76,1.2
877.0,allright,allright,6.74,1.56
878.0,american,american,6.74,1.52
879.0,artist,artist,6.74,1.44
880.0,capable,capable,6.74,1.68
881.0,complete,complete,6.74,1.24
882.0,convenient,convenient,6.74,1.23
883.0,courtesy,courtesy,6.74,1.08
884.0,donate,donate,6.74,1.34
885.0,drinks,drinks,6.74,1.43
886.0,father's,father's,6.74,1.38
887.0,fine,fine,6.74,1.37
888.0,focused,focused,6.74,1.14
889.0,guitars,guitars,6.74,1.4
890.0,hi,hi,6.74,1.07
891.0,integrity,integrity,6.74,1.51
892.0,justice,justice,6.74,1.96
893.0,lake,lake,6.74,1.68
894.0,mankind,mankind,6.74,1.6
895.0,mentor,mentor,6.74,1.12
896.0,merit,merit,6.74,1.21
897.0,performance,performance,6.74,1.34
898.0,plant,plant,6.74,1.35
899.0,prepared,prepared,6.74,1.07
900.0,raise,raise,6.74,1.21
901.0,romeo,romeo,6.74,1.71
902.0,shiny,shiny,6.74,1.23
903.0,sugar,sugar,6.74,1.94
904.0,surprising,surprising,6.74,1.29
905.0,technology,technology,6.74,1.5
906.0,treat,treat,6.74,1.71
907.0,university,university,6.74,1.38
908.0,wishing,wishing,6.74,1.05
909.0,yes,yes,6.2,1.6
910.0,desires,desires,6.73,1.47
911.0,wished,wished,6.73,1.41
912.0,4-bedroom,4-bedroom,6.72,1.5
913.0,attract,attract,6.72,1.14
914.0,bike,bike,6.72,1.39
915.0,car,car,6.72,2.1
916.0,civilization,civilization,6.72,1.31
917.0,classy,classy,6.72,1.03
918.0,confirmed,confirmed,6.72,1.23
919.0,costumes,costumes,6.72,1.13
920.0,creating,creating,6.72,1.16
921.0,culture,culture,6.72,1.81
922.0,finish,finish,6.72,1.41
923.0,gallery,gallery,6.72,1.28
924.0,knowing,knowing,6.72,1.36
925.0,lifelong,lifelong,6.72,1.44
926.0,momma,momma,6.72,1.74
927.0,neat,neat,6.72,1.44
928.0,niece,niece,6.72,1.36
929.0,online,online,6.72,1.28
930.0,orchestra,orchestra,6.72,1.37
931.0,plays,plays,6.72,1.58
932.0,revenue,revenue,6.72,1.53
933.0,shower,shower,6.72,1.51
934.0,spiritual,spiritual,6.72,1.95
935.0,surprised,surprised,6.72,1.36
936.0,tremendous,tremendous,6.72,1.59
937.0,values,values,6.72,1.57
938.0,villages,villages,6.72,1.37
939.0,warm,warm,6.72,1.8
940.0,doggy,doggy,6.71,2.18
941.0,hallelujah,hallelujah,6.71,1.99
942.0,candle,candle,6.71,1.57
943.0,secured,secured,6.71,1.15
944.0,valid,valid,6.71,1.44
945.0,agree,agree,6.7,1.18
946.0,anniversary,anniversary,6.7,1.84
947.0,antiques,antiques,6.7,1.37
948.0,believe,believe,6.7,1.59
949.0,bucks,bucks,6.7,1.68
950.0,cruise,cruise,6.7,1.96
951.0,dancers,dancers,6.7,1.61
952.0,dine,dine,6.7,1.4
953.0,dog,dog,6.7,1.84
954.0,florida,florida,6.7,1.66
955.0,grandsons,grandsons,6.7,1.91
956.0,grants,grants,6.7,1.25
957.0,hired,hired,6.7,1.49
958.0,learn,learn,6.7,1.42
959.0,marriage,marriage,6.7,2.27
960.0,mum,mum,6.7,1.75
961.0,partner,partner,6.7,1.25
962.0,productive,productive,6.7,1.13
963.0,rockin,rockin,6.7,1.75
964.0,teaches,teaches,6.7,1.09
965.0,treats,treats,6.7,1.57
966.0,tv,tv,6.7,1.5
967.0,water,water,6.7,1.22
968.0,grin,grin,6.69,1.75
969.0,invention,invention,6.69,1.31
970.0,virtues,virtues,6.69,1.43
971.0,brains,brains,6.69,1.48
972.0,sensation,sensation,6.68,1.4
973.0,ability,ability,6.68,1.0
974.0,ace,ace,6.68,1.68
975.0,animals,animals,6.68,2.02
976.0,bake,bake,6.68,1.41
977.0,bridegroom,bridegroom,6.68,1.42
978.0,desire,desire,6.68,1.36
979.0,famous,famous,6.68,2.0
980.0,forest,forest,6.68,1.57
981.0,fountain,fountain,6.68,1.28
982.0,goodmorning,goodmorning,6.68,1.92
983.0,greater,greater,6.68,1.32
984.0,grow,grow,6.68,1.22
985.0,heritage,heritage,6.68,1.35
986.0,landscape,landscape,6.68,1.17
987.0,liberties,liberties,6.68,1.71
988.0,living,living,6.68,1.22
989.0,lyrics,lyrics,6.68,1.56
990.0,mercy,mercy,6.68,1.77
991.0,museum,museum,6.68,1.46
992.0,novel,novel,6.68,1.46
993.0,palace,palace,6.68,1.65
994.0,pianist,pianist,6.68,1.41
995.0,potential,potential,6.68,1.08
996.0,power,power,6.68,1.49
997.0,privilege,privilege,6.68,1.65
998.0,proceed,proceed,6.68,1.25
999.0,promised,promised,6.68,1.08
1000.0,river,river,6.68,1.33
1001.0,scotland,scotland,6.68,1.49
1002.0,shares,shares,6.68,1.22
1003.0,skating,skating,6.68,1.28
1004.0,thanx,thanx,6.68,1.86
1005.0,theatre,theatre,6.68,1.53
1006.0,tours,tours,6.68,1.53
1007.0,well,well,6.6,1.36
1008.0,acceptable,acceptable,6.67,1.21
1009.0,possibilities,possibilities,6.67,1.48
1010.0,accurate,accurate,6.67,1.04
1011.0,candles,candles,6.67,1.49
1012.0,approve,approve,6.66,1.6
1013.0,assets,assets,6.66,1.62
1014.0,aunt,aunt,6.66,1.57
1015.0,career,career,6.66,1.42
1016.0,charms,charms,6.66,1.38
1017.0,communicate,communicate,6.66,1.02
1018.0,competent,competent,6.66,1.69
1019.0,currency,currency,6.66,1.52
1020.0,dedication,dedication,6.66,1.36
1021.0,dvd,dvd,6.66,1.41
1022.0,eligible,eligible,6.66,1.27
1023.0,fan,fan,6.66,1.04
1024.0,firefighters,firefighters,6.66,1.42
1025.0,greet,greet,6.66,1.56
1026.0,motivation,motivation,6.66,1.45
1027.0,nieces,nieces,6.66,1.45
1028.0,personality,personality,6.66,1.52
1029.0,powers,powers,6.66,1.32
1030.0,raises,raises,6.66,1.62
1031.0,sculpture,sculpture,6.66,1.26
1032.0,survivors,survivors,6.66,1.33
1033.0,tea,tea,6.66,1.66
1034.0,television,television,6.66,1.59
1035.0,tour,tour,6.66,1.47
1036.0,pony,pony,6.65,1.41
1037.0,rhythm,rhythm,6.65,1.56
1038.0,bird,bird,6.64,1.55
1039.0,care,care,5.4,0.8
1040.0,cat,cat,6.64,1.98
1041.0,cook,cook,6.64,1.5
1042.0,corn,corn,6.64,1.16
1043.0,deposits,deposits,6.64,1.41
1044.0,expert,expert,6.64,1.32
1045.0,high,high,5.0,0.0
1046.0,holy,holy,6.64,1.78
1047.0,invite,invite,6.64,1.43
1048.0,leading,leading,6.64,1.51
1049.0,photographer,photographer,6.64,1.29
1050.0,picture,picture,6.64,1.31
1051.0,promising,promising,6.64,1.12
1052.0,recover,recover,6.64,1.63
1053.0,recovered,recovered,6.64,1.32
1054.0,recovery,recovery,6.64,1.5
1055.0,salad,salad,6.64,1.71
1056.0,shops,shops,6.64,1.24
1057.0,solutions,solutions,6.64,1.38
1058.0,sparks,sparks,6.64,1.31
1059.0,sport,sport,6.64,1.69
1060.0,supreme,supreme,6.64,1.34
1061.0,theaters,theaters,6.64,1.66
1062.0,tunes,tunes,6.64,1.38
1063.0,unite,unite,6.64,1.19
1064.0,volunteers,volunteers,6.64,1.48
1065.0,simplicity,simplicity,6.62,1.52
1066.0,attained,attained,6.62,1.4
1067.0,book's,book's,6.62,1.37
1068.0,cameras,cameras,6.62,1.29
1069.0,chatting,chatting,6.62,1.24
1070.0,crown,crown,6.62,1.47
1071.0,disney,disney,6.62,1.66
1072.0,dresses,dresses,6.62,1.71
1073.0,heartfelt,heartfelt,6.62,1.88
1074.0,homes,homes,6.62,1.24
1075.0,husband,husband,6.62,1.75
1076.0,immortal,immortal,6.62,1.65
1077.0,invest,invest,6.62,1.03
1078.0,kitty,kitty,6.62,1.86
1079.0,offer,offer,6.62,1.03
1080.0,organized,organized,6.62,1.24
1081.0,performances,performances,6.62,1.37
1082.0,perfume,perfume,6.62,1.61
1083.0,pray,pray,6.62,1.97
1084.0,rescue,rescue,6.62,1.66
1085.0,restaurants,restaurants,6.62,1.78
1086.0,salaries,salaries,6.62,1.82
1087.0,sisters,sisters,6.62,1.69
1088.0,slept,slept,6.62,1.56
1089.0,steak,steak,6.62,1.98
1090.0,stories,stories,6.62,1.59
1091.0,varieties,varieties,6.62,1.31
1092.0,vision,vision,6.62,1.21
1093.0,wife,wife,6.62,1.81
1094.0,youth,youth,6.62,1.88
1095.0,zoo,zoo,6.62,1.97
1096.0,stimulation,stimulation,6.61,1.35
1097.0,touching,touching,6.61,1.68
1098.0,furnished,furnished,6.6,1.27
1099.0,suitable,suitable,6.6,0.89
1100.0,album,album,6.6,1.11
1101.0,amour,amour,6.6,1.62
1102.0,art,art,6.6,1.5
1103.0,beam,beam,6.6,1.37
1104.0,captain,captain,6.6,1.63
1105.0,certainty,certainty,6.6,1.36
1106.0,child's,child's,6.6,1.37
1107.0,clothing,clothing,6.6,1.31
1108.0,conservation,conservation,6.6,1.28
1109.0,desired,desired,6.6,1.56
1110.0,dress,dress,6.6,1.18
1111.0,favorited,favorited,6.6,1.76
1112.0,females,females,6.6,1.69
1113.0,growth,growth,6.6,1.09
1114.0,helps,helps,6.6,1.56
1115.0,highly,highly,6.6,1.18
1116.0,ideals,ideals,6.6,1.62
1117.0,lady,lady,6.6,1.46
1118.0,lime,lime,6.6,1.34
1119.0,popular,popular,6.6,1.21
1120.0,proposal,proposal,6.6,1.76
1121.0,protected,protected,6.6,1.18
1122.0,relatives,relatives,6.6,1.86
1123.0,rhymes,rhymes,6.6,1.65
1124.0,singers,singers,6.6,1.59
1125.0,specialty,specialty,6.6,1.25
1126.0,spirit,spirit,6.6,1.5
1127.0,starry,starry,6.6,1.67
1128.0,stroll,stroll,6.6,1.4
1129.0,supported,supported,6.6,1.54
1130.0,therapeutic,therapeutic,6.6,1.56
1131.0,unlimited,unlimited,6.6,1.63
1132.0,visiting,visiting,6.6,1.21
1133.0,expressions,expressions,6.6,1.3
1134.0,efficiency,efficiency,6.59,1.37
1135.0,sleeps,sleeps,6.59,1.47
1136.0,vocals,vocals,6.59,1.46
1137.0,impress,impress,6.58,1.47
1138.0,sympathetic,sympathetic,6.58,1.75
1139.0,advance,advance,6.58,1.33
1140.0,advanced,advanced,6.58,1.07
1141.0,arts,arts,6.58,1.94
1142.0,available,available,6.58,1.09
1143.0,baking,baking,6.58,1.57
1144.0,classic,classic,6.58,1.58
1145.0,classical,classical,6.58,1.4
1146.0,colour,colour,6.58,1.53
1147.0,drawing,drawing,6.58,1.11
1148.0,english,english,6.58,1.49
1149.0,exhibition,exhibition,6.58,1.42
1150.0,expecting,expecting,6.58,1.25
1151.0,fish,fish,6.58,1.75
1152.0,goodnight,goodnight,6.58,1.25
1153.0,invented,invented,6.58,1.03
1154.0,islands,islands,6.58,1.95
1155.0,language,language,6.58,1.21
1156.0,majesty,majesty,6.58,1.69
1157.0,me,me,6.58,1.43
1158.0,preferred,preferred,6.58,0.95
1159.0,radio,radio,6.58,1.6
1160.0,ready,ready,6.58,1.16
1161.0,relative,relative,6.58,1.26
1162.0,sale,sale,6.58,1.64
1163.0,solve,solve,6.58,1.23
1164.0,springs,springs,6.58,1.25
1165.0,student,student,6.58,1.25
1166.0,symphony,symphony,6.58,1.75
1167.0,traditions,traditions,6.58,1.64
1168.0,understood,understood,6.58,1.18
1169.0,upgrade,upgrade,6.58,1.18
1170.0,usa,usa,6.58,1.84
1171.0,saviour,saviour,6.57,1.53
1172.0,skill,skill,6.57,1.34
1173.0,belonged,belonged,6.56,1.25
1174.0,muscles,muscles,6.56,1.41
1175.0,able,able,6.56,1.25
1176.0,ahaha,ahaha,6.56,1.73
1177.0,butter,butter,6.56,1.51
1178.0,circus,circus,6.56,1.96
1179.0,cosmic,cosmic,6.56,1.45
1180.0,coupon,coupon,6.56,1.23
1181.0,diploma,diploma,6.56,1.74
1182.0,donations,donations,6.56,1.31
1183.0,e-mail,e-mail,6.56,1.23
1184.0,encore,encore,6.56,1.4
1185.0,film,film,6.56,1.58
1186.0,guidance,guidance,6.56,1.13
1187.0,illustration,illustration,6.56,1.23
1188.0,increase,increase,4.4,1.2
1189.0,international,international,6.56,1.26
1190.0,ipod,ipod,6.56,1.75
1191.0,morning,morning,6.56,1.95
1192.0,natural,natural,6.56,1.49
1193.0,okay,okay,6.56,1.31
1194.0,preservation,preservation,6.56,1.25
1195.0,progressive,progressive,6.56,1.33
1196.0,protection,protection,6.56,1.33
1197.0,raised,raised,6.56,1.23
1198.0,showers,showers,6.56,1.05
1199.0,tacos,tacos,6.56,1.49
1200.0,teach,teach,6.56,1.55
1201.0,traveler,traveler,6.56,1.45
1202.0,understand,understand,6.56,1.7
1203.0,universities,universities,6.56,1.68
1204.0,worldwide,worldwide,6.56,1.26
1205.0,privileges,privileges,6.55,1.72
1206.0,accepted,accepted,6.54,1.46
1207.0,adoption,adoption,6.54,1.46
1208.0,asset,asset,6.54,1.62
1209.0,blanket,blanket,6.54,1.09
1210.0,cats,cats,6.54,2.02
1211.0,cleaned,cleaned,6.54,1.51
1212.0,coin,coin,6.54,1.18
1213.0,cooked,cooked,6.54,1.09
1214.0,crystal,crystal,6.54,1.5
1215.0,dawn,dawn,6.54,1.39
1216.0,dearly,dearly,6.54,1.25
1217.0,discovery,discovery,6.54,1.42
1218.0,done,done,6.54,1.43
1219.0,eager,eager,6.54,1.31
1220.0,emails,emails,6.54,1.18
1221.0,exercises,exercises,6.54,1.3
1222.0,found,found,6.54,1.18
1223.0,give,give,6.54,1.73
1224.0,groovy,groovy,6.54,1.76
1225.0,haven,haven,6.54,1.64
1226.0,invited,invited,6.54,1.23
1227.0,iphone,iphone,6.54,1.85
1228.0,moral,moral,6.54,1.86
1229.0,nephew,nephew,6.54,1.62
1230.0,orange,orange,6.54,1.86
1231.0,overcome,overcome,6.54,1.67
1232.0,pays,pays,6.54,1.74
1233.0,potato,potato,6.54,0.93
1234.0,premiere,premiere,6.54,1.51
1235.0,pride,pride,6.54,1.74
1236.0,receiving,receiving,6.54,1.23
1237.0,recognition,recognition,6.54,1.18
1238.0,reindeer,reindeer,6.54,1.83
1239.0,right,right,5.0,0.0
1240.0,rising,rising,6.54,1.11
1241.0,save,save,6.54,1.16
1242.0,scholars,scholars,6.54,1.3
1243.0,shelter,shelter,6.54,1.31
1244.0,solar,solar,6.54,1.42
1245.0,spontaneous,spontaneous,6.54,1.36
1246.0,tasting,tasting,6.54,1.15
1247.0,ultimate,ultimate,6.54,1.23
1248.0,visit,visit,6.54,1.2
1249.0,advantages,advantages,6.53,1.37
1250.0,sailed,sailed,6.53,1.53
1251.0,feather,feather,6.52,1.32
1252.0,ambitious,ambitious,6.52,1.25
1253.0,baker,baker,6.52,1.42
1254.0,brain,brain,4.6,1.96
1255.0,champ,champ,6.52,1.87
1256.0,communication,communication,6.52,1.8
1257.0,compensation,compensation,6.52,1.69
1258.0,ease,ease,6.52,1.59
1259.0,ethics,ethics,6.52,1.36
1260.0,extra,extra,6.52,1.4
1261.0,fries,fries,6.52,1.37
1262.0,growing,growing,6.52,0.99
1263.0,guest,guest,6.52,1.5
1264.0,incredibly,incredibly,6.52,1.31
1265.0,initiative,initiative,6.52,1.2
1266.0,jesus,jesus,6.52,1.93
1267.0,lips,lips,6.52,1.27
1268.0,literature,literature,6.52,1.8
1269.0,nights,nights,6.52,1.52
1270.0,phenomenon,phenomenon,6.52,1.18
1271.0,planet,planet,6.52,1.55
1272.0,poem,poem,6.52,1.58
1273.0,poet,poet,6.52,1.07
1274.0,prefer,prefer,6.52,1.03
1275.0,read,read,6.52,1.58
1276.0,sang,sang,6.52,1.31
1277.0,soup,soup,6.52,1.67
1278.0,surf,surf,6.52,1.37
1279.0,swimming,swimming,6.52,1.22
1280.0,videos,videos,6.52,1.58
1281.0,wings,wings,6.52,1.28
1282.0,world,world,6.52,1.66
1283.0,amore,amore,6.51,1.73
1284.0,bounce,bounce,6.51,1.5
1285.0,cultures,cultures,6.51,1.67
1286.0,eden,eden,6.51,1.56
1287.0,interaction,interaction,6.51,1.23
1288.0,mercedes,mercedes,6.51,1.95
1289.0,velvet,velvet,6.51,1.26
1290.0,balanced,balanced,6.51,1.44
1291.0,agriculture,agriculture,6.5,1.3
1292.0,allies,allies,6.5,1.25
1293.0,americans,americans,6.5,1.69
1294.0,bells,bells,6.5,1.19
1295.0,chips,chips,6.5,1.39
1296.0,contribute,contribute,6.5,1.36
1297.0,couples,couples,6.5,1.2
1298.0,cousins,cousins,6.5,1.43
1299.0,deals,deals,6.5,1.58
1300.0,determined,determined,6.5,1.53
1301.0,eaten,eaten,6.5,1.22
1302.0,fame,fame,6.5,1.74
1303.0,gives,gives,6.5,1.28
1304.0,hire,hire,6.5,1.34
1305.0,innocence,innocence,6.5,1.73
1306.0,ipad,ipad,6.5,1.81
1307.0,leadership,leadership,6.5,1.59
1308.0,legend,legend,6.5,1.43
1309.0,lounge,lounge,6.5,1.34
1310.0,mature,mature,6.5,1.27
1311.0,newest,newest,6.5,1.56
1312.0,newly,newly,6.5,1.25
1313.0,performing,performing,6.5,1.31
1314.0,receive,receive,6.5,1.11
1315.0,recipe,recipe,6.5,1.45
1316.0,roast,roast,6.5,1.45
1317.0,starting,starting,6.5,1.05
1318.0,stunning,stunning,6.5,2.18
1319.0,tales,tales,6.5,1.59
1320.0,elder,elder,6.49,1.31
1321.0,grows,grows,6.49,1.36
1322.0,herb,herb,6.49,1.71
1323.0,illustrations,illustrations,6.49,1.4
1324.0,rays,rays,6.49,1.42
1325.0,relevant,relevant,6.49,1.04
1326.0,sanity,sanity,6.49,1.37
1327.0,acoustic,acoustic,6.48,1.45
1328.0,always,always,6.48,1.25
1329.0,answers,answers,6.48,1.15
1330.0,bible,bible,6.48,1.94
1331.0,boost,boost,6.48,1.23
1332.0,clap,clap,6.48,1.66
1333.0,dining,dining,6.48,1.75
1334.0,electronics,electronics,6.48,1.2
1335.0,exclusive,exclusive,6.48,1.46
1336.0,family's,family's,6.48,2.06
1337.0,gathering,gathering,6.48,1.23
1338.0,hehe,hehe,6.48,1.69
1339.0,humble,humble,6.48,1.3
1340.0,information,information,6.48,1.05
1341.0,italian,italian,6.48,1.63
1342.0,library,library,6.48,1.76
1343.0,mate,mate,6.48,1.78
1344.0,modern,modern,6.48,1.18
1345.0,offers,offers,6.48,1.55
1346.0,paperbacks,paperbacks,6.48,1.81
1347.0,perform,perform,6.48,1.23
1348.0,poems,poems,6.48,1.57
1349.0,potatoes,potatoes,6.48,1.15
1350.0,prayer,prayer,6.48,2.21
1351.0,pumpkin,pumpkin,6.48,1.74
1352.0,restored,restored,6.48,1.22
1353.0,rights,rights,6.48,1.55
1354.0,scholar,scholar,6.48,1.13
1355.0,screenplay,screenplay,6.48,1.23
1356.0,shopper,shopper,6.48,1.45
1357.0,sings,sings,6.48,1.79
1358.0,soft,soft,6.48,1.22
1359.0,starbucks,starbucks,6.48,1.69
1360.0,story,story,6.48,1.34
1361.0,supporting,supporting,6.48,0.97
1362.0,video,video,6.48,1.11
1363.0,instrumental,instrumental,6.48,1.01
1364.0,backyard,backyard,6.47,1.67
1365.0,drums,drums,6.47,1.58
1366.0,virtue,virtue,6.47,1.77
1367.0,activities,activities,6.46,1.22
1368.0,athletic,athletic,6.46,1.51
1369.0,clothes,clothes,6.46,1.23
1370.0,cultivated,cultivated,6.46,1.36
1371.0,forever,forever,6.46,1.46
1372.0,goods,goods,6.46,1.15
1373.0,grass,grass,6.46,1.39
1374.0,higher,higher,6.46,1.22
1375.0,literary,literary,6.46,1.36
1376.0,london,london,6.46,1.63
1377.0,memory,memory,6.46,1.28
1378.0,mint,mint,6.46,1.31
1379.0,nephews,nephews,6.46,1.79
1380.0,prime,prime,6.46,1.28
1381.0,prospect,prospect,6.46,1.5
1382.0,reception,reception,6.46,1.13
1383.0,recommended,recommended,6.46,1.03
1384.0,research,research,6.46,1.09
1385.0,resource,resource,6.46,1.51
1386.0,resources,resources,6.46,1.15
1387.0,riverside,riverside,6.46,1.7
1388.0,rocking,rocking,6.46,1.47
1389.0,scored,scored,6.46,1.64
1390.0,talking,talking,6.46,1.23
1391.0,believer,believer,6.46,1.54
1392.0,functioning,functioning,6.46,1.24
1393.0,poets,poets,6.46,1.65
1394.0,boats,boats,6.45,1.24
1395.0,remedy,remedy,6.45,1.54
1396.0,tender,tender,6.45,1.72
1397.0,aaah,aaah,6.44,1.69
1398.0,beatles,beatles,6.44,2.33
1399.0,chance,chance,6.44,1.42
1400.0,coast,coast,6.44,1.39
1401.0,draw,draw,6.44,1.4
1402.0,earth,earth,6.44,1.82
1403.0,eats,eats,6.44,1.64
1404.0,effectively,effectively,6.44,1.61
1405.0,familiar,familiar,6.44,1.26
1406.0,fast,fast,6.44,1.23
1407.0,forgive,forgive,6.44,1.28
1408.0,gained,gained,6.44,1.59
1409.0,graphics,graphics,6.44,1.25
1410.0,improve,improve,6.44,1.5
1411.0,increases,increases,6.44,1.61
1412.0,infinite,infinite,6.44,1.5
1413.0,languages,languages,6.44,1.36
1414.0,likely,likely,6.44,1.21
1415.0,nap,nap,6.44,1.92
1416.0,philosophy,philosophy,6.44,1.31
1417.0,phone,phone,6.44,1.43
1418.0,prince,prince,6.44,1.34
1419.0,princes,princes,6.44,1.59
1420.0,professional,professional,6.44,1.16
